VIN,Stock,Milege,Interior_Color,Exterior_color,Drive_type,Model,Make,Request Info,Photo,Year,Location,Payment,Trim,Price
1GYKPTRK2RZ109606,RZ109606,"12,598",Noir With Santorini Blue Accents,Stellar Black Metallic,Rear-Wheel Drive,LYRIQ,Cadillac,(601) 797-1812,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Ridgeland, MS",$768/mo est.,Sport 1 RWD,"$43,490.00"
1GYKPPRK0RZ106548,V7549,"3,865",Sky Gray With Santorini Blue Accents,Nimbus Metallic,Rear-Wheel Drive,LYRIQ,Cadillac,(425) 310-4997,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Enumclaw, WA",$742/mo est.,Luxury 1 RWD,"$41,993.00"
1GYKPPRL0RZ110169,38907,"9,559",Noir w/Santorini Blue Accents,Green,All-Wheel Drive,LYRIQ,Cadillac,(574) 319-1684,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Warsaw, IN",$706/mo est.,Luxury 1 AWD,"$39,955.00"
1GYKPMRL6RZ108201,7759100,"18,653",,Blue,All-Wheel Drive,LYRIQ,Cadillac,(636) 249-1398,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Ballwin, MO",$645/mo est.,Tech AWD,"$36,490.00"
1GYKPSRK9RZ129586,2543D,"3,924",Oxford Stone With Garnet Accents,Emerald Lake Metallic,Rear-Wheel Drive,LYRIQ,Cadillac,(219) 327-7708,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Knoxville, TN",$754/mo est.,Luxury 3 RWD,"$42,654.00"
1GYKPWRL7RZ138707,C13021A,"9,897",Noir,Opulent Blue Metallic,All-Wheel Drive,LYRIQ,Cadillac,(417) 275-6115,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Springfield, MO",$829/mo est.,Sport 3 AWD,"$46,950.00"
1GYKPPRK6RZ101001,RZ101001B,"14,742",Noir With Santorini Blue Accents,Argent Silver Metallic,Rear-Wheel Drive,LYRIQ,Cadillac,(470) 664-3278,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Decatur, GA",$581/mo est.,Luxury 1 RWD,"$32,902.00"
1GYKPPRK4RZ102857,C703050A,"38,073",Noir With Santorini Blue Accents,Stellar Black Metallic,Rear-Wheel Drive,LYRIQ,Cadillac,(949) 693-8094,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Laguna Niguel, CA",$669/mo est.,Luxury 1 RWD,"$37,888.00"
1GYKPSRL6RZ138884,RZ138884C,"7,579",Noir with Santorini Blue accents,Radiant Red Tintcoat,All-Wheel Drive,LYRIQ,Cadillac,(417) 528-3586,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Portland, OR",$791/mo est.,Luxury 3 AWD,"$44,990.00"
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
1GYKPMRK9RZ133357,4402,"12,482",Noir,Crystal White Tricoat,Rear-Wheel Drive,LYRIQ,Cadillac,(813) 694-5392,https://static.cargurus.com/images/forsale/2025/09/24/02/37/2024_cadillac_lyriq-pic-3369316374918263294-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2024,"Seffner, FL",$654/mo est.,Tech RWD,"$36,997.00"
1GYKPRRK3RZ126689,PTA126689,"3,102",Sky Gray With Santorini Blue Accents,Nimbus Metallic,Rear-Wheel Drive,LYRIQ,Cadillac,(531) 530-3536,https://static.cargurus.com/images/forsale/2025/08/20/07/47/2024_cadillac_lyriq-pic-3117381410894327550-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2024,"Livonia, MI",$777/mo est.,Luxury 2 RWD,"$43,990.00"
1GYKPVRL0RZ122892,A50707,"19,282",Sky Gray With Santorini Blue Accents,Crystal White Tricoat,All-Wheel Drive,LYRIQ,Cadillac,,https://assets.cai-media-management.com/resize/640x640/common-vehicle-media/857e0404-46cf-43e6-bde6-24f416438047.jpg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2024,"Marshfield, WI",$770/mo est.,Sport 2 AWD,"$43,572.00"
1GYKPTRL5RZ109432,7117,"17,688",Gray,Silver,All-Wheel Drive,LYRIQ,Cadillac,(720) 650-2317,https://static.cargurus.com/images/forsale/2025/07/16/21/45/2024_cadillac_lyriq-pic-4444022022122483924-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2024,"Denver, CO",$729/mo est.,Sport 1 AWD,"$41,290.00"
1GYKPNRK6SZ302181,K1578,"5,533",Noir,Emerald Lake Metallic,Rear-Wheel Drive,LYRIQ,Cadillac,(408) 752-5102,https://static.cargurus.com/images/forsale/2025/09/27/00/26/2025_cadillac_lyriq-pic-4976128541501738931-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2025,"Santa Clara, CA","$1,001/mo est.",Luxury 1 RWD,"$56,791.00"
,,,,,,,,,,,,,,
1GYKPTRL7RZ108220,P4184,"10,007",Noir with Santorini Blue accents,Argent Silver Metallic,All-Wheel Drive,LYRIQ,Cadillac,(351) 444-5289,https://static.cargurus.com/images/forsale/2025/09/20/20/12/2024_cadillac_lyriq-pic-5785787244693508562-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2024,"Woburn, MA",$790/mo est.,Sport 1 AWD,"$44,690.00"
1GYKPSRLXRZ137138,RZ137138C,"7,541",Noir with Santorini Blue accents,Stellar Black Metallic,All-Wheel Drive,LYRIQ,Cadillac,(417) 528-3586,https://static.cargurus.com/images/forsale/2025/09/25/06/19/2024_cadillac_lyriq-pic-282721383309461660-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2024,"Portland, OR",$791/mo est.,Luxury 3 AWD,"$44,990.00"
1GYKPMRL9RZ107155,54586A,"20,231",Noir,Stellar Black Metallic,All-Wheel Drive,LYRIQ,Cadillac,(631) 869-7637,https://static.cargurus.com/images/forsale/2025/09/26/06/21/2024_cadillac_lyriq-pic-3365716153866362650-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2024,"Bay Shore, NY",$670/mo est.,Tech AWD,"$37,919.00"
1GYKPSRL1RZ137898,137898,"9,615",Noir w/Santorini Blue Accents,Radiant Red Tintcoat,All-Wheel Drive,LYRIQ,Cadillac,(804) 395-6319,https://static.cargurus.com/images/forsale/2025/08/28/17/19/2024_cadillac_lyriq-pic-7884753144956117036-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2024,"Henrico, VA",$813/mo est.,Luxury 3 AWD,"$45,998.00"
1GYKPTRK2RZ106415,RZ106415,"8,222",Sky Gray With Santorini Blue Accents,Emerald Lake Metallic,Rear-Wheel Drive,LYRIQ,Cadillac,(678) 673-3301,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Kennesaw, GA",$693/mo est.,Sport 1 RWD,"$39,222.00"
,,,,,,,,,,,,,,
1GYKPTRK4RZ103192,27766825,"46,393",Gray,Gray,Rear-Wheel Drive,LYRIQ,Cadillac,(334) 309-8542,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Duarte, CA",$654/mo est.,Sport 1 RWD,"$36,998.00"
1GYKPMRK4RZ108320,PT5639,"23,170",Noir,Argent Silver,Rear-Wheel Drive,LYRIQ,Cadillac,(904) 574-4698,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Saint Augustine, FL",$636/mo est.,Tech RWD,"$35,995.00"
1GYKPVRK2RZ113683,12999B,"26,714",Noir With Santorini Blue Accents Inteluxe Seat Tri,Stellar Black Metallic,Rear-Wheel Drive,LYRIQ,Cadillac,(928) 339-3477,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Bullhead City, AZ",$660/mo est.,Sport 2 RWD,"$37,362.00"
1GYKPRRL5RZ121633,121633,"12,390",Sky Cool Gray w/ Santorini Blue Accents,Argent Silver Metallic,All-Wheel Drive,LYRIQ,Cadillac,(615) 645-2901,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Murfreesboro, TN",$829/mo est.,Luxury 2 AWD,"$46,900.00"
1GYKPTRLXRZ100693,LLU2967,"26,605",Noir With Santorini Blue Accents,Radiant Red Tintcoat,All-Wheel Drive,LYRIQ,Cadillac,(215) 999-1865,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Lansdale, PA",$669/mo est.,Sport 1 AWD,"$37,890.00"
1GYKPPRL3RZ101322,PM30960,"41,035",Gray,Black,All-Wheel Drive,LYRIQ,Cadillac,(765) 246-3675,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Kokomo, IN",$654/mo est.,Luxury 1 AWD,"$36,991.00"
1GYKPSRK8RZ136710,P7684,"3,714",Sky Gray With Santorini Blue Accents,Celestial Metallic,Rear-Wheel Drive,LYRIQ,Cadillac,(737) 250-7530,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Austin, TX",$853/mo est.,Luxury 3 RWD,"$48,278.00"
1GYKPSRL2RZ139594,P34875,"6,026",,Red,All-Wheel Drive,LYRIQ,Cadillac,(612) 416-1343,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Minneapolis, MN",$795/mo est.,Luxury 3 AWD,"$44,975.00"
1GYKPNRK6SZ308286,KR64644,999,Noir,Argent Silver Metallic,Rear-Wheel Drive,LYRIQ,Cadillac,(510) 405-1471,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2025,"Fremont, CA",$999/mo est.,Luxury 1 RWD,"$56,666.00"
1GYKPSRL4RZ139533,P9075,"14,434",,Black,All-Wheel Drive,LYRIQ,Cadillac,(251) 255-4418,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"St Paul, MN",$777/mo est.,Luxury 3 AWD,"$43,997.00"
1GYKPPRL6RZ107518,U01796,"19,407",Gray,Silver,All-Wheel Drive,LYRIQ,Cadillac,(269) 430-4522,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Wayland, MI",$671/mo est.,Luxury 1 AWD,"$38,000.00"
1GYKPMRKXRZ102134,RZ102134,"4,755",Noir,Opulent Blue Metallic,Rear-Wheel Drive,LYRIQ,Cadillac,(650) 844-0198,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"San Francisco, CA",$677/mo est.,Tech RWD,"$38,299.00"
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
1GYKPVRK1RZ111715,LV505,"1,335",Noir With Santorini Blue Accents,Argent Silver Metallic,Rear-Wheel Drive,LYRIQ,Cadillac,(877) 320-7922,https://static.cargurus.com/images/forsale/2025/09/14/13/47/2024_cadillac_lyriq-pic-8873328599347145058-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2024,"Lake Villa, IL",$862/mo est.,Sport 2 RWD,"$48,799.00"
1GYKPPRK4RZ103720,C70248A,"26,510",Gray,Emerald Lake Metallic,Rear-Wheel Drive,LYRIQ,Cadillac,(725) 999-0713,https://static.cargurus.com/images/forsale/2025/09/28/01/44/2024_cadillac_lyriq-pic-2741542349192697790-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2024,"Frisco, TX",$711/mo est.,Luxury 1 RWD,"$40,241.00"
1GYKPTRL7RZ101039,LLU2919,"30,379",Noir With Santorini Blue Accents,Opulent Blue Metallic,All-Wheel Drive,LYRIQ,Cadillac,(215) 999-1865,https://static.cargurus.com/images/forsale/2025/08/20/23/56/2024_cadillac_lyriq-pic-5329028160996035510-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2024,"Lansdale, PA",$652/mo est.,Sport 1 AWD,"$36,890.00"
1GYKPTRL7RZ103759,LLU2855,"15,864",Sky Gray With Santorini Blue Accents,Nimbus Metallic,All-Wheel Drive,LYRIQ,Cadillac,(215) 999-1865,https://static.cargurus.com/images/forsale/2025/08/20/23/56/2024_cadillac_lyriq-pic-1219866695210722448-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2024,"Lansdale, PA",$722/mo est.,Sport 1 AWD,"$40,890.00"
1GYKPTRK1RZ116496,116496,"4,248",Noir w/ Santorini Blue Accents,Stellar Black Metallic,Rear-Wheel Drive,LYRIQ,Cadillac,(833) 993-3180,https://static.cargurus.com/images/forsale/2025/09/21/22/04/2024_cadillac_lyriq-pic-2716464511371016014-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2024,"Houston, TX",$742/mo est.,Sport 1 RWD,"$41,995.00"
,,,,,,,,,,,,,,
1GYKPWRK7RZ117329,64077,"8,148","Oxford Stone with Garnet accents, Full Leather sea",Stellar Black Metallic,Rear-Wheel Drive,LYRIQ,Cadillac,(725) 999-0713,https://static.cargurus.com/images/forsale/2025/09/26/22/43/2024_cadillac_lyriq-pic-583691378839063955-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2024,"Frisco, TX",$890/mo est.,Sport 3 RWD,"$50,367.00"
1GYKPSRL4RZ103955,13426,"1,426",Oxford Stone With Garnet Accents,Crystal White Tricoat,All-Wheel Drive,LYRIQ,Cadillac,,https://static.cargurus.com/images/forsale/2025/10/01/21/45/2024_cadillac_lyriq-pic-1609037692978267402-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2024,"Chantilly, VA",$857/mo est.,Luxury 3 AWD,"$48,500.00"
1GYKPSRL2RZ137943,C706C,"4,266",,Red,All-Wheel Drive,LYRIQ,Cadillac,,https://static.cargurus.com/images/forsale/2025/09/09/22/31/2024_cadillac_lyriq-pic-2132363709088843684-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2024,"Hartford, CT",$858/mo est.,Luxury 3 AWD,"$48,595.00"
1GYKPRRL6SZ306022,340673A,"2,754",,White,All-Wheel Drive,LYRIQ,Cadillac,(916) 713-7147,https://static.cargurus.com/images/forsale/2025/09/26/19/43/2025_cadillac_lyriq-pic-801197773065719910-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2025,"Roseville, CA","$1,075/mo est.",Luxury 2 AWD,"$60,976.00"
1GYKPSRL1RZ137903,P7685,"5,426",Noir With Santorini Blue Accents,Silver Metallic,All-Wheel Drive,LYRIQ,Cadillac,(737) 250-7530,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Austin, TX",$851/mo est.,Luxury 3 AWD,"$48,145.00"
,,,,,,,,,,,,,,
1GYKPSRL8RZ137137,GM10969,"12,531",Noir,Stellar Black Metallic,All-Wheel Drive,LYRIQ,Cadillac,(708) 726-8619,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Matteson, IL",$781/mo est.,Luxury 3 AWD,"$44,225.00"
1GYKPTRL5SZ303805,K1576,"7,870",Noir,Emerald Lake Metallic,All-Wheel Drive,LYRIQ,Cadillac,(408) 752-5102,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2025,"Santa Clara, CA",$928/mo est.,Luxury 3 AWD,"$52,646.00"
1GYKPPRK5RZ105461,25H1001A,"16,299",Sky Cool Gray,Crystal White Tricoat,Rear-Wheel Drive,LYRIQ,Cadillac,(910) 218-8517,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Wilmington, NC",$689/mo est.,Luxury 1 RWD,"$38,990.00"
1GYKPSRL9RZ141083,5388962,"6,916",Noir with Santorini Blue accents,Radiant Red Tintcoat,All-Wheel Drive,LYRIQ,Cadillac,(210) 942-7105,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"San Antonio, TX",$795/mo est.,Luxury 3 AWD,"$44,998.00"
1GYKPRRL7SZ310127,E501975L,"3,068","Noir with Santorini Blue accents, Inteluxe seat tr",Argent Silver Metallic,All-Wheel Drive,LYRIQ,Cadillac,(844) 933-2952,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2025,"Sherman Oaks, CA","$1,101/mo est.",Luxury 2 AWD,"$62,490.00"
1GYKPRRL7RZ115252,63473,"1,358",,Radiant Red Tintcoat,All-Wheel Drive,LYRIQ,Cadillac,(205) 778-2668,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Portsmouth, NH",$881/mo est.,Luxury 2 AWD,"$49,880.00"
1GYKPVRL8RZ122199,A257071,"11,505",Noir With Santorini Blue Accents,Argent Silver Metallic,All-Wheel Drive,LYRIQ,Cadillac,(443) 877-9032,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Annapolis, MD",$777/mo est.,Sport 2 AWD,"$44,000.00"
1GYKPTRKXRZ101513,P10302,"7,578",Noir With Santorini Blue Accents,Radiant Red Tintcoat,Rear-Wheel Drive,LYRIQ,Cadillac,(866) 536-5975,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Homestead, FL",$751/mo est.,Sport 1 RWD,"$42,490.00"
1GYKPPRL3RZ104723,7758980,"17,155",,Black,All-Wheel Drive,LYRIQ,Cadillac,(636) 249-1398,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Ballwin, MO",$707/mo est.,Luxury 1 AWD,"$39,990.00"
1GYKPSRL0RZ133499,RZ133499C,"9,291",Noir with Santorini Blue accents,Argent Silver Metallic,All-Wheel Drive,LYRIQ,Cadillac,(417) 528-3586,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Portland, OR",$791/mo est.,Luxury 3 AWD,"$44,990.00"
1GYKPTRK2RZ109542,625187A,"24,918",Noir With Santorini Blue Accents,Nimbus Metallic,Rear-Wheel Drive,LYRIQ,Cadillac,(619) 768-5875,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"San Diego, CA",$746/mo est.,Sport 1 RWD,"$42,223.00"
1GYKPSRL4RZ139046,PR6034,"10,943",Noir With Santorini Blue Accents,Stellar Black Metallic,All-Wheel Drive,LYRIQ,Cadillac,(904) 844-0968,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"Jacksonville, FL",$795/mo est.,Luxury 3 AWD,"$44,990.00"
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
1GYKPMRK7RZ109073,RZ109073,"10,992",Noir,Argent Silver Metallic,Rear-Wheel Drive,LYRIQ,Cadillac,(650) 844-0198,https://static.cargurus.com/images/forsale/2025/08/10/14/08/2024_cadillac_lyriq-pic-8164488593126165447-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2024,"San Francisco, CA",$636/mo est.,Tech RWD,"$35,999.00"
1GYKPSRL6RZ137329,31539,"12,472",Noir with Santorini Blue accents,Crystal White Tricoat,All-Wheel Drive,LYRIQ,Cadillac,(845) 595-4883,https://static.cargurus.com/images/forsale/2025/08/30/17/56/2024_cadillac_lyriq-pic-1437567025219114081-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2024,"Poughkeepsie, NY",$821/mo est.,Luxury 3 AWD,"$46,499.00"
1GYKPTRL6RZ108211,260069A,"17,904",Sky Cool Gray,Emerald Lake Metallic,All-Wheel Drive,LYRIQ,Cadillac,(702) 840-5413,https://static.cargurus.com/images/forsale/2025/09/30/11/30/2024_cadillac_lyriq-pic-1512164398258999054-1024x768.jpeg?io=true&width=640&height=480&fit=bounds&format=jpg&auto=webp,2024,"Henderson, NV",$776/mo est.,Sport 1 AWD,"$43,899.00"
1GYKPPRK1RZ132835,SA1014,"5,969",Noir With Santorini Blue Accents,Stellar Black Metallic,Rear-Wheel Drive,LYRIQ,Cadillac,(904) 921-3196,https://static-assets.cargurus.com/images/site-cars/no-image-placeholder_c80f77463a1c0559e4735b57ed1d96ec8ff77ec6bce5b247bb733c96e18316b7.svg_09568b15a17955ae746cd5eecca394230418525f04876ca54ce21146bea353e9.svg,2024,"St Augustine, FL",$724/mo est.,Luxury 1 RWD,"$40,991.00"
1GYKPMRK6PZ001878,273360A,"26,572",Sky Cool Gray,Gray (Satin Steel Metallic),Rear-Wheel Drive,LYRIQ,Cadillac,,,2023,"Newport News, VA",$628/mo est.,Luxury RWD,"$35,500.00"
